"collection num","customer collection num","collection date","collection time","customer collection date","customer collection time","status","shopkeeper","kiosk name","kiosk city","Kiosk alias","amount","currency","customer id","valor_comision"
"61580926711790",12714,"2020-02-05","13:19:01","2020-02-05","13:19:01","Exitosa","199376","H16632R000652","Cali","Ciudad Jardin",60000,"cop","442138622258",418
"81580926757651",12715,"2020-02-05","13:19:22","2020-02-05","13:19:22","Exitosa","207478","H16632R000655","Bogota","NB Chico",45000,"cop","442138622258",760
"01580926798527",12718,"2020-02-05","13:20:09","2020-02-05","13:20:09","Exitosa","199030","H16632R000452","Medellin","C.C. Del Rio",40000,"cop","442138622258",418
"41580926822659",12719,"2020-02-05","13:20:26","2020-02-05","13:20:26","Exitosa","195524","H16632R000655","Bogota","NB Chico",25000,"cop","442138622258",760
"11580926890671",12722,"2020-02-05","13:21:33","2020-02-05","13:21:33","Exitosa","197151","H16632R000452","Medellin","C.C. Del Rio",25000,"cop","442138622258",418
"11580926891025",12723,"2020-02-05","13:21:41","2020-02-05","13:21:41","Exitosa","145161","H16632R000635","Bucaramanga","Restaurante-Bucaramanga",50000,"cop","442138622258",418
"71580926931180",12727,"2020-02-05","13:22:36","2020-02-05","13:22:36","Exitosa","141127","H16632R000452","Medellin","C.C. Del Rio",27000,"cop","442138622258",418
"41580926968344",12729,"2020-02-05","13:24:01","2020-02-05","13:24:01","Exitosa","218864","H16632R000630","Bogota","J&B  Chapinero",35000,"cop","442138622258",760
"51580926937004",12730,"2020-02-05","13:24:20","2020-02-05","13:24:20","Exitosa","234955","H16632R000660","Barranquilla","Bahia",50000,"cop","442138622258",418
"41580927089334",12734,"2020-02-05","13:25:16","2020-02-05","13:25:16","Exitosa","116584","H16632R000427","Bogota","NB Calle 34",20000,"cop","442138622258",760
"21580927096692",12735,"2020-02-05","13:25:17","2020-02-05","13:25:17","Exitosa","182952","H16632R000660","Barranquilla","Bahia",40000,"cop","442138622258",418
"71580927223751",12737,"2020-02-05","13:27:51","2020-02-05","13:27:51","Exitosa","231387","H16632R000660","Barranquilla","Bahia",64000,"cop","442138622258",418
"31580927302761",12739,"2020-02-05","13:28:47","2020-02-05","13:28:47","Exitosa","201103","H16632R000660","Barranquilla","Bahia",20000,"cop","442138622258",418
"81580927346723",12741,"2020-02-05","13:30:10","2020-02-05","13:30:10","Exitosa","129928","H16632R000660","Barranquilla","Bahia",150000,"cop","442138622258",687
"11580927590234",12745,"2020-02-05","13:34:01","2020-02-05","13:34:01","Exitosa","159681","2019010900789","Barranquilla","El Porvenir",34000,"cop","442138622258",418
"91580927566405",12746,"2020-02-05","13:34:27","2020-02-05","13:34:27","Exitosa","232139","1810P0920AWM4948","Bucaramanga","Oficina-Bucaramanga",40000,"cop","442138622258",418
"61580927713725",12749,"2020-02-05","13:35:11","2020-02-05","13:35:11","Exitosa","162966","H16632R000614","Medellin","J&B Laureles",50000,"cop","442138622258",760
"01580927671188",12751,"2020-02-05","13:35:33","2020-02-05","13:35:33","Exitosa","169840","2019010900789","Barranquilla","El Porvenir",70000,"cop","442138622258",418
"81580927729134",12752,"2020-02-05","13:35:44","2020-02-05","13:35:44","Exitosa","158748","H16632R000655","Bogota","NB Chico",120000,"cop","442138622258",1250
"61580927633000",12753,"2020-02-05","13:35:45","2020-02-05","13:35:45","Exitosa","232046","H16632R000652","Cali","Ciudad Jardin",10000,"cop","442138622258",418
"41580927768943",12755,"2020-02-05","13:36:43","2020-02-05","13:36:43","Exitosa","187424","H16632R000633","Bogota","NB Modelia",14000,"cop","442138622258",760
"11580927796381",12758,"2020-02-05","13:38:05","2020-02-05","13:38:05","Exitosa","161351","1810P0920AWM4948","Bucaramanga","Oficina-Bucaramanga",100000,"cop","442138622258",418
"71580927830753",12759,"2020-02-05","13:38:36","2020-02-05","13:38:36","Exitosa","167207","H16632R000635","Bucaramanga","Restaurante-Bucaramanga",50000,"cop","442138622258",418
"61580928044638",12764,"2020-02-05","13:40:42","2020-02-05","13:40:42","Exitosa","203496","H16632R000655","Bogota","NB Chico",50000,"cop","442138622258",760
"51580928049534",12766,"2020-02-05","13:40:50","2020-02-05","13:40:50","Exitosa","216215","H16632R000452","Medellin","C.C. Del Rio",30000,"cop","442138622258",418
"31580928044514",12767,"2020-02-05","13:41:00","2020-02-05","13:41:00","Exitosa","91413","H16632R000660","Barranquilla","Bahia",50000,"cop","442138622258",418
"41580928052987",12769,"2020-02-05","13:41:17","2020-02-05","13:41:17","Exitosa","221184","H16632R000652","Cali","Ciudad Jardin",16000,"cop","442138622258",418
"61580928149214",12772,"2020-02-05","13:41:41","2020-02-05","13:41:41","Exitosa","218216","H16632R000620","Bogota","Polo",50000,"cop","442138622258",418
"41580928096792",12773,"2020-02-05","13:41:55","2020-02-05","13:41:55","Exitosa","168574","H16632R000652","Cali","Ciudad Jardin",25000,"cop","442138622258",418
"71580927976204",12774,"2020-02-05","13:42:00","2020-02-05","13:42:00","Exitosa","167207","H16632R000635","Bucaramanga","Restaurante-Bucaramanga",2000,"cop","442138622258",418
"51580928075925",12775,"2020-02-05","13:42:03","2020-02-05","13:42:03","Exitosa","61335","H16632R000633","Bogota","NB Modelia",250000,"cop","442138622258",1250
"71580928061661",12778,"2020-02-05","13:42:24","2020-02-05","13:42:24","Exitosa","162377","1810P0920AWM4948","Bucaramanga","Oficina-Bucaramanga",20000,"cop","442138622258",418
"61580928139964",12779,"2020-02-05","13:42:46","2020-02-05","13:42:46","Exitosa","162336","H16632R000652","Cali","Ciudad Jardin",90000,"cop","442138622258",418
"71580928192508",12782,"2020-02-05","13:43:39","2020-02-05","13:43:39","Exitosa","36157","2019010900789","Barranquilla","El Porvenir",70000,"cop","442138622258",418
"61580928269171",12784,"2020-02-05","13:44:57","2020-02-05","13:44:57","Exitosa","165266","H16632R000660","Barranquilla","Bahia",60000,"cop","442138622258",418
"61580928350166",12786,"2020-02-05","13:46:09","2020-02-05","13:46:09","Exitosa","165266","H16632R000660","Barranquilla","Bahia",10000,"cop","442138622258",418
"41580928517776",12789,"2020-02-05","13:50:30","2020-02-05","13:50:30","Exitosa","187254","1810P0920AWM4948","Bucaramanga","Oficina-Bucaramanga",150000,"cop","442138622258",687
"81580928628054",12790,"2020-02-05","13:51:44","2020-02-05","13:51:44","Exitosa","182608","H16632R000633","Bogota","NB Modelia",75000,"cop","442138622258",760
"31580928832429",12792,"2020-02-05","13:54:17","2020-02-05","13:54:17","Exitosa","205073","H16632R000660","Barranquilla","Bahia",100000,"cop","442138622258",418
"61580928889548",12794,"2020-02-05","13:55:06","2020-02-05","13:55:06","Exitosa","71386","H16632R000452","Medellin","C.C. Del Rio",72000,"cop","442138622258",418
"31580929015473",12797,"2020-02-05","13:56:21","2020-02-05","13:56:21","Exitosa","228063","H16632R000620","Bogota","Polo",100000,"cop","442138622258",418
"11580929047072",12799,"2020-02-05","13:58:41","2020-02-05","13:58:41","Exitosa","226881","1810P0920AWM3272","Cartagena","Heladeria",22000,"cop","442138622258",418
"91580929161833",12801,"2020-02-05","13:59:36","2020-02-05","13:59:36","Exitosa","190399","H16632R000652","Cali","Ciudad Jardin",50000,"cop","442138622258",418
"71580929334368",12804,"2020-02-05","14:01:59","2020-02-05","14:01:59","Exitosa","231417","H16632R000614","Medellin","J&B Laureles",20000,"cop","442138622258",760
"41580929360041",12806,"2020-02-05","14:03:37","2020-02-05","14:03:37","Exitosa","222484","H16632R000452","Medellin","C.C. Del Rio",61000,"cop","442138622258",418
"61580929514039",12808,"2020-02-05","14:05:34","2020-02-05","14:05:34","Exitosa","195376","H16632R000452","Medellin","C.C. Del Rio",52000,"cop","442138622258",418
"51580929582622",12810,"2020-02-05","14:06:22","2020-02-05","14:06:22","Exitosa","165345","H16632R000452","Medellin","C.C. Del Rio",50000,"cop","442138622258",418
"51580929602633",12813,"2020-02-05","14:07:10","2020-02-05","14:07:10","Exitosa","216595","H16632R000660","Barranquilla","Bahia",35000,"cop","442138622258",418
"61580929628141",12814,"2020-02-05","14:07:18","2020-02-05","14:07:18","Exitosa","160506","H16632R000633","Bogota","NB Modelia",2000,"cop","442138622258",760
"91580929665628",12817,"2020-02-05","14:07:52","2020-02-05","14:07:52","Exitosa","223009","H16632R000452","Medellin","C.C. Del Rio",55000,"cop","442138622258",418
"41580929723887",12818,"2020-02-05","14:08:10","2020-02-05","14:08:10","Exitosa","183844","H16632R000620","Bogota","Polo",100000,"cop","442138622258",418
"51580929715123",12820,"2020-02-05","14:08:35","2020-02-05","14:08:35","Exitosa","57335","H16632R000452","Medellin","C.C. Del Rio",40000,"cop","442138622258",418
"91580929783470",12823,"2020-02-05","14:09:16","2020-02-05","14:09:16","Exitosa","69299","H16632R000620","Bogota","Polo",40000,"cop","442138622258",418
"11580929756196",12824,"2020-02-05","14:10:12","2020-02-05","14:10:12","Exitosa","201841","H16632R000452","Medellin","C.C. Del Rio",76000,"cop","442138622258",418
"21580929878635",12827,"2020-02-05","14:11:04","2020-02-05","14:11:04","Exitosa","94312","H16632R000458","Bogota","J&B Hayuelos",20000,"cop","442138622258",760
"31580929917697",12829,"2020-02-05","14:12:40","2020-02-05","14:12:40","Exitosa","171993","H16632R000652","Cali","Ciudad Jardin",210000,"cop","442138622258",687
"11580930028985",12831,"2020-02-05","14:13:03","2020-02-05","14:13:03","Exitosa","153351","H16632R000620","Bogota","Polo",50000,"cop","442138622258",418
"31580929992478",12834,"2020-02-05","14:14:29","2020-02-05","14:14:29","Exitosa","208653","1810P0920AWM3272","Cartagena","Heladeria",10000,"cop","442138622258",418
"51580930069642",12835,"2020-02-05","14:15:17","2020-02-05","14:15:17","Exitosa","207855","H16632R000452","Medellin","C.C. Del Rio",25000,"cop","442138622258",418
"41580930204806",12838,"2020-02-05","14:17:38","2020-02-05","14:17:38","Exitosa","166334","H16632R000655","Bogota","NB Chico",89000,"cop","442138622258",760
"71580930332743",12841,"2020-02-05","14:18:22","2020-02-05","14:18:22","Exitosa","229057","H16632R000429","Bogota","NB Chia",17000,"cop","442138622258",760
"61580930290266",12842,"2020-02-05","14:19:00","2020-02-05","14:19:00","Exitosa","233456","H16632R000660","Barranquilla","Bahia",32000,"cop","442138622258",418
"01580930408935",12844,"2020-02-05","14:21:35","2020-02-05","14:21:35","Exitosa","144120","1810P0920AWM4948","Bucaramanga","Oficina-Bucaramanga",20000,"cop","442138622258",418
"61580930550202",12847,"2020-02-05","14:22:51","2020-02-05","14:22:51","Exitosa","194396","H16632R000633","Bogota","NB Modelia",100000,"cop","442138622258",760
"01580930575035",12849,"2020-02-05","14:23:15","2020-02-05","14:23:15","Exitosa","206940","H16632R000429","Bogota","NB Chia",37000,"cop","442138622258",760
"11580930554764",12850,"2020-02-05","14:23:38","2020-02-05","14:23:38","Exitosa","183321","1810P0920AWM3272","Cartagena","Heladeria",30000,"cop","442138622258",418
"91580930772141",12852,"2020-02-05","14:26:25","2020-02-05","14:26:25","Exitosa","187379","H16632R000652","Cali","Ciudad Jardin",10000,"cop","442138622258",418
"71580930870963",12854,"2020-02-05","14:28:12","2020-02-05","14:28:12","Exitosa","189587","H16632R000633","Bogota","NB Modelia",50000,"cop","442138622258",760
"91580931043833",12856,"2020-02-05","14:30:04","2020-02-05","14:30:04","Exitosa","70439","H16632R000620","Bogota","Polo",50000,"cop","442138622258",418
"11580931032436",12858,"2020-02-05","14:31:00","2020-02-05","14:31:00","Exitosa","234061","H16632R000660","Barranquilla","Bahia",15000,"cop","442138622258",418
"91580931082522",12860,"2020-02-05","14:31:30","2020-02-05","14:31:30","Exitosa","152379","H16632R000660","Barranquilla","Bahia",20000,"cop","442138622258",418
"31580931106467",12863,"2020-02-05","14:32:04","2020-02-05","14:32:04","Exitosa","201103","H16632R000660","Barranquilla","Bahia",30000,"cop","442138622258",418
"11580931062334",12864,"2020-02-05","14:32:23","2020-02-05","14:32:23","Exitosa","64731","1810P0920AWM3272","Cartagena","Heladeria",54000,"cop","442138622258",418
"41580931151054",12866,"2020-02-05","14:32:41","2020-02-05","14:32:41","Exitosa","207834","H16632R000660","Barranquilla","Bahia",50000,"cop","442138622258",418
"21580931260795",12869,"2020-02-05","14:34:42","2020-02-05","14:34:42","Exitosa","186262","1810P0920AWM3306","Bogota","Calle 71",120000,"cop","442138622258",687
"81580931260162",12870,"2020-02-05","14:35:14","2020-02-05","14:35:14","Exitosa","231078","H16632R000652","Cali","Ciudad Jardin",15000,"cop","442138622258",418
"11580931344742",12872,"2020-02-05","14:36:21","2020-02-05","14:36:21","Exitosa","201181","H16632R000652","Cali","Ciudad Jardin",60000,"cop","442138622258",418
"71580931497512",12874,"2020-02-05","14:38:52","2020-02-05","14:38:52","Exitosa","234277","H16632R000652","Cali","Ciudad Jardin",77000,"cop","442138622258",418
"21580931554749",12876,"2020-02-05","14:39:28","2020-02-05","14:39:28","Exitosa","207892","H16632R000452","Medellin","C.C. Del Rio",50000,"cop","442138622258",418
"91580931609765",12878,"2020-02-05","14:41:07","2020-02-05","14:41:07","Exitosa","159409","1810P0920AWM3272","Cartagena","Heladeria",10000,"cop","442138622258",418
"11580931739502",12880,"2020-02-05","14:42:31","2020-02-05","14:42:31","Exitosa","215461","H16632R000452","Medellin","C.C. Del Rio",34000,"cop","442138622258",418
"71580931791606",12882,"2020-02-05","14:43:06","2020-02-05","14:43:06","Exitosa","87737","H16632R000452","Medellin","C.C. Del Rio",50000,"cop","442138622258",418
"41580932154385",12885,"2020-02-05","14:49:43","2020-02-05","14:49:43","Exitosa","218864","H16632R000630","Bogota","J&B  Chapinero",28000,"cop","442138622258",760
"51580932187446",12886,"2020-02-05","14:50:01","2020-02-05","14:50:01","Exitosa","203225","H16632R000633","Bogota","NB Modelia",20000,"cop","442138622258",760
"31580932269429",12889,"2020-02-05","14:51:29","2020-02-05","14:51:29","Exitosa","79853","H16632R000427","Bogota","NB Calle 34",50000,"cop","442138622258",760
"81580932322129",12891,"2020-02-05","14:51:38","2020-02-05","14:51:38","Exitosa","232468","H16632R000429","Bogota","NB Chia",27000,"cop","442138622258",760
"31580932287545",12892,"2020-02-05","14:51:50","2020-02-05","14:51:50","Exitosa","79853","H16632R000427","Bogota","NB Calle 34",50000,"cop","442138622258",760
"31580932316501",12894,"2020-02-05","14:52:18","2020-02-05","14:52:18","Exitosa","79853","H16632R000427","Bogota","NB Calle 34",50000,"cop","442138622258",760
"31580932378561",12896,"2020-02-05","14:53:20","2020-02-05","14:53:20","Exitosa","79853","H16632R000427","Bogota","NB Calle 34",20000,"cop","442138622258",760
"51580932440648",12898,"2020-02-05","14:55:25","2020-02-05","14:55:25","Exitosa","187965","1810P0920AWM4948","Bucaramanga","Oficina-Bucaramanga",20000,"cop","442138622258",418
"11580932767933",12900,"2020-02-05","14:59:51","2020-02-05","14:59:51","Exitosa","233581","1810P0920AWM3306","Bogota","Calle 71",20000,"cop","442138622258",418
"81580932856286",12903,"2020-02-05","15:01:14","2020-02-05","15:01:14","Exitosa","183548","H16632R000652","Cali","Ciudad Jardin",12000,"cop","442138622258",418
"61580932885620",12906,"2020-02-05","15:01:35","2020-02-05","15:01:35","Exitosa","91426","H16632R000660","Barranquilla","Bahia",50000,"cop","442138622258",418
"01580932874463",12907,"2020-02-05","15:01:39","2020-02-05","15:01:39","Exitosa","194620","H16632R000428","Bogota","NB Toberin",50000,"cop","442138622258",760
"11580932930073",12909,"2020-02-05","15:03:03","2020-02-05","15:03:03","Exitosa","170611","1810P0920AWM3272","Cartagena","Heladeria",5000,"cop","442138622258",418
"31580932983874",12911,"2020-02-05","15:03:48","2020-02-05","15:03:48","Exitosa","185023","2019010900789","Barranquilla","El Porvenir",60000,"cop","442138622258",418
"31580933127329",12914,"2020-02-05","15:05:49","2020-02-05","15:05:49","Exitosa","160243","H16632R000660","Barranquilla","Bahia",40000,"cop","442138622258",418
"31580933166831",12915,"2020-02-05","15:06:35","2020-02-05","15:06:35","Exitosa","222173","H16632R000452","Medellin","C.C. Del Rio",94000,"cop","442138622258",418
"71580933233095",12917,"2020-02-05","15:08:19","2020-02-05","15:08:19","Exitosa","163707","1810P0920AWM3272","Cartagena","Heladeria",5000,"cop","442138622258",418
"11580933311413",12919,"2020-02-05","15:08:54","2020-02-05","15:08:54","Exitosa","169381","H16632R000428","Bogota","NB Toberin",2000,"cop","442138622258",760
"11580933344948",12921,"2020-02-05","15:09:34","2020-02-05","15:09:34","Exitosa","169381","H16632R000428","Bogota","NB Toberin",30000,"cop","442138622258",760
"61580933458266",12923,"2020-02-05","15:11:12","2020-02-05","15:11:12","Exitosa","187446","H16632R000633","Bogota","NB Modelia",20000,"cop","442138622258",760
"41580933523653",12926,"2020-02-05","15:12:17","2020-02-05","15:12:17","Exitosa","76254","H16632R000660","Barranquilla","Bahia",2000,"cop","442138622258",418
"71580933497355",12930,"2020-02-05","15:12:48","2020-02-05","15:12:48","Exitosa","141127","H16632R000452","Medellin","C.C. Del Rio",140000,"cop","442138622258",687
"21580933481744",12931,"2020-02-05","15:12:49","2020-02-05","15:12:49","Exitosa","215492","1810P0920AWM4948","Bucaramanga","Oficina-Bucaramanga",20000,"cop","442138622258",418
"41580933555114",12932,"2020-02-05","15:12:50","2020-02-05","15:12:50","Exitosa","76254","H16632R000660","Barranquilla","Bahia",20000,"cop","442138622258",418
"71580933554453",12935,"2020-02-05","15:13:12","2020-02-05","15:13:12","Exitosa","60817","H16632R000652","Cali","Ciudad Jardin",145000,"cop","442138622258",687
"11580933591591",12936,"2020-02-05","15:13:18","2020-02-05","15:13:18","Exitosa","13011","H16632R000655","Bogota","NB Chico",40000,"cop","442138622258",760
"01580933629133",12937,"2020-02-05","15:13:21","2020-02-05","15:13:21","Exitosa","161170","H16632R000614","Medellin","J&B Laureles",5000,"cop","442138622258",760
"21580933703828",12939,"2020-02-05","15:15:17","2020-02-05","15:15:17","Exitosa","163072","1810P0920AWM3306","Bogota","Calle 71",20000,"cop","442138622258",418
"81580933759446",12941,"2020-02-05","15:16:02","2020-02-05","15:16:02","Exitosa","89008","H16632R000452","Medellin","C.C. Del Rio",100000,"cop","442138622258",418
"61580934026211",12943,"2020-02-05","15:19:55","2020-02-05","15:19:55","Exitosa","198016","H16632R000614","Medellin","J&B Laureles",20000,"cop","442138622258",760
"31580934303033",12946,"2020-02-05","15:25:22","2020-02-05","15:25:22","Exitosa","91413","H16632R000660","Barranquilla","Bahia",50000,"cop","442138622258",418
"01580934349275",12948,"2020-02-05","15:26:02","2020-02-05","15:26:02","Exitosa","233450","H16632R000660","Barranquilla","Bahia",50000,"cop","442138622258",418
"41580934336622",12949,"2020-02-05","15:26:58","2020-02-05","15:26:58","Exitosa","153674","H16632R000452","Medellin","C.C. Del Rio",270000,"cop","442138622258",687
"91580934438815",12952,"2020-02-05","15:27:38","2020-02-05","15:27:38","Exitosa","209339","H16632R000652","Cali","Ciudad Jardin",30000,"cop","442138622258",418
"21580934435019",12953,"2020-02-05","15:27:41","2020-02-05","15:27:41","Exitosa","183572","H16632R000633","Bogota","NB Modelia",100000,"cop","442138622258",760
"81580934835697",12956,"2020-02-05","15:34:55","2020-02-05","15:34:55","Exitosa","135908","1810P0920AWM3272","Cartagena","Heladeria",40000,"cop","442138622258",418
"11580934869958",12957,"2020-02-05","15:35:07","2020-02-05","15:35:07","Exitosa","228041","H16632R000428","Bogota","NB Toberin",20000,"cop","442138622258",760
"31580934994004",12959,"2020-02-05","15:36:44","2020-02-05","15:36:44","Exitosa","149433","H16632R000660","Barranquilla","Bahia",20000,"cop","442138622258",418
"21580935218646",12961,"2020-02-05","15:40:26","2020-02-05","15:40:26","Exitosa","221352","H16632R000660","Barranquilla","Bahia",50000,"cop","442138622258",418
"61580935339386",12963,"2020-02-05","15:42:30","2020-02-05","15:42:30","Exitosa","202776","H16632R000652","Cali","Ciudad Jardin",20000,"cop","442138622258",418
"81580935347941",12965,"2020-02-05","15:43:01","2020-02-05","15:43:01","Exitosa","85738","H16632R000428","Bogota","NB Toberin",60000,"cop","442138622258",760
"41580935501625",12967,"2020-02-05","15:45:27","2020-02-05","15:45:27","Exitosa","190594","H16632R000428","Bogota","NB Toberin",30000,"cop","442138622258",760
"81580935551955",12969,"2020-02-05","15:46:25","2020-02-05","15:46:25","Exitosa","196988","H16632R000660","Barranquilla","Bahia",40000,"cop","442138622258",418
"81580935975139",12973,"2020-02-05","15:53:15","2020-02-05","15:53:15","Exitosa","159128","H16632R000660","Barranquilla","Bahia",80000,"cop","442138622258",418
"01580936176660",12975,"2020-02-05","15:55:32","2020-02-05","15:55:32","Exitosa","209130","H16632R000620","Bogota","Polo",10000,"cop","442138622258",418
"01580936130709",12978,"2020-02-05","15:57:15","2020-02-05","15:57:15","Exitosa","227530","1810P0920AWM3272","Cartagena","Heladeria",25000,"cop","442138622258",418
"51580936238036",12979,"2020-02-05","15:57:40","2020-02-05","15:57:40","Exitosa","224855","H16632R000652","Cali","Ciudad Jardin",50000,"cop","442138622258",418
"51580936365993",12982,"2020-02-05","15:59:48","2020-02-05","15:59:48","Exitosa","226855","H16632R000652","Cali","Ciudad Jardin",50000,"cop","442138622258",418
"51580936382356",12983,"2020-02-05","16:00:20","2020-02-05","16:00:20","Exitosa","214495","H16632R000660","Barranquilla","Bahia",130000,"cop","442138622258",687
"41580936453585",12985,"2020-02-05","16:01:04","2020-02-05","16:01:04","Exitosa","223774","H16632R000660","Barranquilla","Bahia",20000,"cop","442138622258",418
"71580936797033",12987,"2020-02-05","16:06:42","2020-02-05","16:06:42","Exitosa","222957","H16632R000452","Medellin","C.C. Del Rio",20000,"cop","442138622258",418
"01580936878101",12990,"2020-02-05","16:09:06","2020-02-05","16:09:06","Exitosa","142290","1810P0920AWM3272","Cartagena","Heladeria",15000,"cop","442138622258",418
"51580936860037",12991,"2020-02-05","16:09:22","2020-02-05","16:09:22","Exitosa","199915","1810P0920AWM4948","Bucaramanga","Oficina-Bucaramanga",54000,"cop","442138622258",418
"61580937182070",12993,"2020-02-05","16:13:19","2020-02-05","16:13:19","Exitosa","187446","H16632R000633","Bogota","NB Modelia",32000,"cop","442138622258",760
"81580937231106",12995,"2020-02-05","16:13:58","2020-02-05","16:13:58","Exitosa","83888","H16632R000630","Bogota","J&B  Chapinero",10000,"cop","442138622258",760
"41580937247465",12997,"2020-02-05","16:14:30","2020-02-05","16:14:30","Exitosa","49904","H16632R000427","Bogota","NB Calle 34",30000,"cop","442138622258",760
"41580937391829",13000,"2020-02-05","16:17:06","2020-02-05","16:17:06","Exitosa","168494","H16632R000452","Medellin","C.C. Del Rio",130000,"cop","442138622258",687
"71580937376572",13001,"2020-02-05","16:17:29","2020-02-05","16:17:29","Exitosa","228167","H16632R000660","Barranquilla","Bahia",65000,"cop","442138622258",418
"01580937552680",13004,"2020-02-05","16:19:08","2020-02-05","16:19:08","Exitosa","210080","H16632R000655","Bogota","NB Chico",20000,"cop","442138622258",760
"61580937507233",13005,"2020-02-05","16:19:13","2020-02-05","16:19:13","Exitosa","231396","2019010900789","Barranquilla","El Porvenir",22000,"cop","442138622258",418
"01580937584666",13007,"2020-02-05","16:19:56","2020-02-05","16:19:56","Exitosa","226630","H16632R000452","Medellin","C.C. Del Rio",22000,"cop","442138622258",418
"81580937588539",13009,"2020-02-05","16:21:18","2020-02-05","16:21:18","Exitosa","168598","1810P0920AWM4948","Bucaramanga","Oficina-Bucaramanga",150000,"cop","442138622258",687
"31580937820567",13011,"2020-02-05","16:23:50","2020-02-05","16:23:50","Exitosa","205313","H16632R000660","Barranquilla","Bahia",25000,"cop","442138622258",418
"61580937908840",13013,"2020-02-05","16:25:23","2020-02-05","16:25:23","Exitosa","88746","H16632R000652","Cali","Ciudad Jardin",15000,"cop","442138622258",418
"31580937978503",13015,"2020-02-05","16:26:55","2020-02-05","16:26:55","Exitosa","185023","H16632R000660","Barranquilla","Bahia",40000,"cop","442138622258",418
"11580938267040",13020,"2020-02-05","16:31:41","2020-02-05","16:31:41","Exitosa","171201","H16632R000427","Bogota","NB Calle 34",25000,"cop","442138622258",760
"91580938336225",13022,"2020-02-05","16:32:31","2020-02-05","16:32:31","Exitosa","193019","H16632R000652","Cali","Ciudad Jardin",30000,"cop","442138622258",418
"31580938361479",13026,"2020-02-05","16:33:38","2020-02-05","16:33:38","Exitosa","231573","1810P0920AWM3272","Cartagena","Heladeria",50000,"cop","442138622258",418
"51580938419647",13027,"2020-02-05","16:33:43","2020-02-05","16:33:43","Exitosa","210145","H16632R000614","Medellin","J&B Laureles",40000,"cop","442138622258",760
"11580938490636",13030,"2020-02-05","16:35:49","2020-02-05","16:35:49","Exitosa","163751","1810P0920AWM3272","Cartagena","Heladeria",40000,"cop","442138622258",418
"71580938474563",13032,"2020-02-05","16:38:17","2020-02-05","16:38:17","Exitosa","167207","H16632R000635","Bucaramanga","Restaurante-Bucaramanga",52000,"cop","442138622258",418
"51580938575050",13033,"2020-02-05","16:38:41","2020-02-05","16:38:41","Exitosa","232055","1810P0920AWM3272","Cartagena","Heladeria",50000,"cop","442138622258",418
"61580938668780",13036,"2020-02-05","16:39:50","2020-02-05","16:39:50","Exitosa","232136","1810P0920AWM4948","Bucaramanga","Oficina-Bucaramanga",50000,"cop","442138622258",418
"71580938823228",13038,"2020-02-05","16:40:39","2020-02-05","16:40:39","Exitosa","167207","H16632R000635","Bucaramanga","Restaurante-Bucaramanga",2000,"cop","442138622258",418
"31580938937336",13042,"2020-02-05","16:42:28","2020-02-05","16:42:28","Exitosa","161383","H16632R000660","Barranquilla","Bahia",10000,"cop","442138622258",418
"91580938956539",13043,"2020-02-05","16:42:35","2020-02-05","16:42:35","Exitosa","229809","H16632R000452","Medellin","C.C. Del Rio",50000,"cop","442138622258",418
"81580938986096",13045,"2020-02-05","16:44:01","2020-02-05","16:44:01","Exitosa","231078","H16632R000652","Cali","Ciudad Jardin",36000,"cop","442138622258",418
"11580939097725",13048,"2020-02-05","16:45:13","2020-02-05","16:45:13","Exitosa","215411","H16632R000660","Barranquilla","Bahia",70000,"cop","442138622258",418
"21580939107187",13049,"2020-02-05","16:45:43","2020-02-05","16:45:43","Exitosa","155752","H16632R000427","Bogota","NB Calle 34",70000,"cop","442138622258",760
"91580939241300",13052,"2020-02-05","16:46:40","2020-02-05","16:46:40","Exitosa","112749","H16632R000620","Bogota","Polo",40000,"cop","442138622258",418
"51580939169741",13053,"2020-02-05","16:47:02","2020-02-05","16:47:02","Exitosa","195265","2019010900789","Barranquilla","El Porvenir",40000,"cop","442138622258",418
"41580939392153",13055,"2020-02-05","16:50:16","2020-02-05","16:50:16","Exitosa","220194","H16632R000655","Bogota","NB Chico",27000,"cop","442138622258",760
"31580939513730",13058,"2020-02-05","16:52:03","2020-02-05","16:52:03","Exitosa","208833","H16632R000652","Cali","Ciudad Jardin",20000,"cop","442138622258",418
"71580939426574",13059,"2020-02-05","16:52:10","2020-02-05","16:52:10","Exitosa","147777","1810P0920AWM4948","Bucaramanga","Oficina-Bucaramanga",50000,"cop","442138622258",418
"41580939634931",13061,"2020-02-05","16:53:55","2020-02-05","16:53:55","Exitosa","208214","H16632R000452","Medellin","C.C. Del Rio",14000,"cop","442138622258",418
"01580939791795",13063,"2020-02-05","16:56:45","2020-02-05","16:56:45","Exitosa","231690","H16632R000660","Barranquilla","Bahia",20000,"cop","442138622258",418
"81580939813893",13065,"2020-02-05","16:57:08","2020-02-05","16:57:08","Exitosa","217788","H16632R000630","Bogota","J&B  Chapinero",10000,"cop","442138622258",760
"21580939917137",13067,"2020-02-05","16:58:30","2020-02-05","16:58:30","Exitosa","146652","H16632R000452","Medellin","C.C. Del Rio",10000,"cop","442138622258",418
"01580940005063",13069,"2020-02-05","17:00:22","2020-02-05","17:00:22","Exitosa","164840","H16632R000660","Barranquilla","Bahia",40000,"cop","442138622258",418
